data_avgyear,country,freedom_index
2007,China,0.293
1981,United States,0.919
1981,United States,0.919
1981,United States,0.919
1981,United States,0.919
1981,United States,0.919
1981,United States,0.919
1981,United States,0.919
1981,United States,0.919
1981,United States,0.919
1981,United States,0.919
1981,United States,0.919
1981,United States,0.919
1981,United States,0.919
1981,United States,0.919
1981,United States,0.919
1981,United States,0.919
1981,United States,0.919
1981,United States,0.919
1981,United States,0.919
1981,United States,0.919
1981,United States,0.919
1981,United States,0.919
1981,United States,0.919
1981,United States,0.919
1983,Nigeria,0.703
1983,Nigeria,0.703
1983,Nigeria,0.703
1983,Nigeria,0.703
1983,Nigeria,0.703
1983,Nigeria,0.703
1983,Nigeria,0.703
1983,Nigeria,0.703
2005,Malawi,0.703
2005,Malawi,0.703
2005,Malawi,0.703
2005,Malawi,0.703
2005,Malawi,0.703
2005,Malawi,0.703
2005,Malawi,0.703
2002,China,0.293
2002,China,0.293
2002,China,0.293
2002,China,0.293
2002,China,0.293
2002,China,0.293
2002,China,0.293
2002,China,0.293
2002,China,0.293
2002,China,0.293
2002,China,0.293
2002,China,0.293
2002,China,0.293
2002,China,0.293
2002,China,0.293
2002,China,0.293
2002,China,0.293
2002,China,0.293
2002,China,0.293
2002,China,0.293
1986,Portugal,0.95
1996,Portugal,0.95
2005,Portugal,0.967
2010,Portugal,0.967
2013,Portugal,0.954
1986,Portugal,0.95
1996,Portugal,0.95
2005,Portugal,0.967
2010,Portugal,0.967
2013,Portugal,0.954
1986,Portugal,0.95
1996,Portugal,0.95
2005,Portugal,0.967
2010,Portugal,0.967
2013,Portugal,0.954
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2007,China,0.293
2012,Egypt,0.264
2010,Jordan,0.397
2014,Tunisia,0.736
2012,Egypt,0.264
2012,Egypt,0.264
2012,Egypt,0.264
2012,Egypt,0.264
2012,Egypt,0.264
2012,Egypt,0.264
2012,Egypt,0.264
2012,Egypt,0.264
2012,Egypt,0.264
2012,Egypt,0.264
2010,Jordan,0.397
2010,Jordan,0.397
2010,Jordan,0.397
2010,Jordan,0.397
2010,Jordan,0.397
2010,Jordan,0.397
2010,Jordan,0.397
2010,Jordan,0.397
2010,Jordan,0.397
2010,Jordan,0.397
2014,Tunisia,0.736
2014,Tunisia,0.736
2014,Tunisia,0.736
2014,Tunisia,0.736
2014,Tunisia,0.736
2014,Tunisia,0.736
2014,Tunisia,0.736
2014,Tunisia,0.736
2014,Tunisia,0.736
2014,Tunisia,0.736
2001,Spain,0.955
2001,Spain,0.955
2001,Spain,0.955
2001,Spain,0.955
2001,Spain,0.955
2001,Spain,0.955
2001,Spain,0.955
2001,Spain,0.955
2001,Spain,0.955
2001,Spain,0.955
2010,Australia,0.923
2010,Australia,0.923
2010,Australia,0.923
2010,Australia,0.923
2010,Australia,0.923
2010,Australia,0.923
2010,Australia,0.923
2010,Australia,0.923
2010,Australia,0.923
2010,Australia,0.923
2010,Australia,0.923
2010,Australia,0.923
2009,China,0.282
2009,China,0.282
2009,China,0.282
2009,China,0.282
2009,China,0.282
2009,China,0.282
2009,China,0.282
2009,China,0.282
2009,China,0.282
2009,China,0.282
2009,China,0.282
2009,China,0.282
2009,China,0.282
2009,China,0.282
1995,Norway,0.927
1995,Norway,0.927
1995,Norway,0.927
1982,Israel,0.941
1983,Israel,0.941
1984,Israel,0.941
1985,Israel,0.941
1986,Israel,0.941
1987,Israel,0.941
1988,Israel,0.941
1989,Israel,0.941
1990,Israel,0.941
1991,Israel,0.941
1970,United States,0.897
1970,United States,0.897
1970,United States,0.897
1970,United States,0.897
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1979,United States,0.921
1979,United States,0.921
1979,United States,0.921
1979,United States,0.921
1979,United States,0.921
1979,United States,0.921
1979,United States,0.921
1979,United States,0.921
1979,United States,0.921
1979,United States,0.921
1979,United States,0.921
1979,United States,0.921
1979,United States,0.921
1979,United States,0.921
1979,United States,0.921
1979,United States,0.921
1991,Russia,0.613
1993,Russia,0.79
1994,Russia,0.79
1991,Russia,0.613
1993,Russia,0.79
1994,Russia,0.79
2002,France,0.891
2002,France,0.891
2002,France,0.891
2002,France,0.891
2002,France,0.891
2002,France,0.891
2002,France,0.891
2002,France,0.891
2002,France,0.891
2004,France,0.898
2004,France,0.898
2004,France,0.898
2004,France,0.898
2004,France,0.898
2004,France,0.898
2004,France,0.898
2004,France,0.898
2004,France,0.898
2004,France,0.898
2004,France,0.898
2004,France,0.898
1980,United States,0.919
1981,United States,0.919
1982,United States,0.919
1983,United States,0.919
1984,United States,0.919
1985,United States,0.919
1986,United States,0.919
1987,United States,0.919
1988,United States,0.919
1989,United States,0.919
1990,United States,0.921
1991,United States,0.921
1992,United States,0.921
1993,United States,0.926
1994,United States,0.928
1995,United States,0.928
1996,United States,0.928
1997,United States,0.928
1998,United States,0.928
1999,United States,0.928
2000,United States,0.927
2001,United States,0.927
2002,United States,0.927
2003,United States,0.927
2004,United States,0.927
2005,United States,0.927
2006,United States,0.927
2007,United States,0.927
2008,United States,0.927
2009,United States,0.925
2010,United States,0.927
1980,United States,0.919
1981,United States,0.919
1982,United States,0.919
1983,United States,0.919
1984,United States,0.919
1985,United States,0.919
1986,United States,0.919
1987,United States,0.919
1988,United States,0.919
1989,United States,0.919
1990,United States,0.921
1991,United States,0.921
1992,United States,0.921
1993,United States,0.926
1994,United States,0.928
1995,United States,0.928
1996,United States,0.928
1997,United States,0.928
1998,United States,0.928
1999,United States,0.928
2000,United States,0.927
2001,United States,0.927
2002,United States,0.927
2003,United States,0.927
2004,United States,0.927
2005,United States,0.927
2006,United States,0.927
2007,United States,0.927
2008,United States,0.927
2009,United States,0.925
2010,United States,0.927
1976,United States,0.916
1976,United States,0.916
1976,United States,0.916
1976,United States,0.916
1976,United States,0.916
1976,United States,0.916
1976,United States,0.916
1976,United States,0.916
1976,United States,0.916
1978,United States,0.916
1976,United States,0.916
1976,United States,0.916
1976,United States,0.916
1976,United States,0.916
1976,United States,0.916
1976,United States,0.916
1978,United States,0.916
1976,United States,0.916
1976,United States,0.916
1976,United States,0.916
1976,United States,0.916
1976,United States,0.916
1976,United States,0.916
1976,United States,0.916
1991,United States,0.921
1991,United States,0.921
1991,United States,0.921
1991,United States,0.921
1991,United States,0.921
1991,United States,0.921
1991,United States,0.921
1991,United States,0.921
1991,United States,0.921
1991,United States,0.921
1991,United States,0.921
1991,United States,0.921
1991,United States,0.921
1991,United States,0.921
1991,United States,0.921
1991,United States,0.921
1991,United States,0.921
1984,Czech Republic,0.043
1993,Czech Republic,0.941
1984,Czech Republic,0.043
1993,Czech Republic,0.941
1984,Slovakia,
1993,Slovakia,0.903
1984,Slovakia,
1993,Slovakia,0.903
1984,Czech Republic,0.043
1993,Czech Republic,0.941
1984,Czech Republic,0.043
1993,Czech Republic,0.941
1984,Czech Republic,0.043
1993,Czech Republic,0.941
1984,Czech Republic,0.043
1993,Czech Republic,0.941
1984,Czech Republic,0.043
1993,Czech Republic,0.941
1984,Czech Republic,0.043
1993,Czech Republic,0.941
1984,Slovakia,
1993,Slovakia,0.903
1984,Slovakia,
1993,Slovakia,0.903
1984,Great Britain,0.924
1984,Great Britain,0.924
1984,Great Britain,0.924
1984,Great Britain,0.924
1984,Great Britain,0.924
1984,Great Britain,0.924
1984,Great Britain,0.924
1984,Great Britain,0.924
1984,Great Britain,0.924
1984,Great Britain,0.924
1984,Great Britain,0.924
1984,Great Britain,0.924
1984,Great Britain,0.924
1984,Great Britain,0.924
1984,Great Britain,0.924
1980,Brazil,0.173
1980,Brazil,0.173
1980,Brazil,0.173
1980,Brazil,0.173
1980,Brazil,0.173
1980,Brazil,0.173
1980,Brazil,0.173
1995,Indonesia,0.221
1995,Indonesia,0.221
1995,Indonesia,0.221
1995,Indonesia,0.221
1995,Indonesia,0.221
1995,Indonesia,0.221
1995,Indonesia,0.221
1995,Indonesia,0.221
1995,Indonesia,0.221
1995,Indonesia,0.221
1995,Indonesia,0.221
1995,Indonesia,0.221
1995,Indonesia,0.221
1995,Indonesia,0.221
1995,Indonesia,0.221
1995,Indonesia,0.221
1995,Indonesia,0.221
1995,Indonesia,0.221
1995,Indonesia,0.221
1995,Indonesia,0.221
1995,Indonesia,0.221
1995,Indonesia,0.221
1995,Indonesia,0.221
1994,India,0.71
1994,India,0.71
1994,India,0.71
1994,India,0.71
1994,India,0.71
1994,India,0.71
1994,India,0.71
1994,India,0.71
1994,India,0.71
1994,India,0.71
1994,India,0.71
1994,India,0.71
1994,India,0.71
1994,India,0.71
1994,India,0.71
1994,India,0.71
1994,India,0.71
1994,India,0.71
1994,India,0.71
1994,India,0.71
1994,India,0.71
1994,India,0.71
1994,India,0.71
1994,India,0.71
1994,India,0.71
1994,India,0.71
1994,India,0.71
1994,India,0.71
1994,India,0.71
1994,India,0.71
1979,United States,0.921
1979,United States,0.921
1979,United States,0.921
1979,United States,0.921
1979,United States,0.921
1979,United States,0.921
1979,United States,0.921
1979,United States,0.921
1979,United States,0.921
1979,United States,0.921
1979,United States,0.921
1979,United States,0.921
1986,United States,0.919
1986,United States,0.919
1986,United States,0.919
1986,United States,0.919
1986,United States,0.919
1986,United States,0.919
1986,United States,0.919
1986,United States,0.919
1986,United States,0.919
1986,United States,0.919
1986,United States,0.919
1986,United States,0.919
2000,United States,0.927
2000,United States,0.927
2000,United States,0.927
2000,United States,0.927
2000,United States,0.927
2000,United States,0.927
2000,United States,0.927
2000,United States,0.927
2000,United States,0.927
2000,United States,0.927
2000,United States,0.927
2000,United States,0.927
1994,United States,0.928
1994,United States,0.928
1994,United States,0.928
1994,United States,0.928
1994,United States,0.928
1994,United States,0.928
1994,United States,0.928
1994,United States,0.928
1994,United States,0.928
1994,United States,0.928
1994,United States,0.928
1994,United States,0.928
1994,United States,0.928
1994,United States,0.928
1994,United States,0.928
1994,United States,0.928
1994,United States,0.928
1994,United States,0.928
1985,Russia,0.047
1990,Russia,0.58
1996,Russia,0.79
1998,Russia,0.79
2000,Russia,0.722
2002,Russia,0.707
1986,Ukraine,
1991,Ukraine,0.352
1997,Ukraine,0.61
1998,Ukraine,0.612
2000,Ukraine,0.623
2002,Ukraine,0.609
1996,Russia,0.79
1998,Russia,0.79
2000,Russia,0.722
2002,Russia,0.707
1997,Ukraine,0.61
1998,Ukraine,0.612
2000,Ukraine,0.623
2002,Ukraine,0.609
1982,United States,0.919
1982,United States,0.919
1982,United States,0.919
1982,United States,0.919
1982,United States,0.919
1982,United States,0.919
1982,United States,0.919
1982,United States,0.919
1982,United States,0.919
1982,United States,0.919
1982,United States,0.919
1982,United States,0.919
1982,United States,0.919
1982,United States,0.919
1982,United States,0.919
1982,United States,0.919
1982,United States,0.919
1982,United States,0.919
1982,United States,0.919
1982,United States,0.919
1982,United Kingdom,
1982,United Kingdom,
1982,United Kingdom,
1984,United Kingdom,
1984,United Kingdom,
1984,United Kingdom,
1984,United Kingdom,
1984,United Kingdom,
1984,United Kingdom,
1984,United Kingdom,
1984,United Kingdom,
2000,United Kingdom,
2000,United Kingdom,
2000,United Kingdom,
2000,United Kingdom,
2000,United Kingdom,
2000,United Kingdom,
2000,United Kingdom,
2000,United Kingdom,
2000,United Kingdom,
2000,United Kingdom,
2000,United Kingdom,
2000,United Kingdom,
2000,United Kingdom,
2000,United Kingdom,
2000,United Kingdom,
2000,United Kingdom,
1940,United States,0.794
1950,United States,0.744
1960,United States,0.868
1970,United States,0.897
1980,United States,0.919
1990,United States,0.921
1940,United States,0.794
1950,United States,0.744
1960,United States,0.868
1970,United States,0.897
1980,United States,0.919
1990,United States,0.921
1970,United States,0.897
1980,United States,0.919
1990,United States,0.921
2000,United States,0.927
2008,United States,0.927
1970,United States,0.897
1980,United States,0.919
1990,United States,0.921
2000,United States,0.927
2008,United States,0.927
1970,United States,0.897
1980,United States,0.919
1990,United States,0.921
2000,United States,0.927
2008,United States,0.927
1970,United States,0.897
1980,United States,0.919
1990,United States,0.921
2000,United States,0.927
2008,United States,0.927
1986,Germany,0.877
1986,Germany,0.877
1986,Germany,0.877
1986,Germany,0.877
1986,Germany,0.877
1985,Austria,0.954
1985,Austria,0.954
1985,Germany,0.877
1985,Germany,0.877
1985,Germany,0.877
1985,Germany,0.877
1985,Germany,0.877
1985,Germany,0.877
1985,Germany,0.877
1985,Germany,0.877
1985,Germany,0.877
1993,Ghana,0.771
1993,Ghana,0.771
1993,Ghana,0.771
1993,Ghana,0.771
1993,Ghana,0.771
1986,United States,0.919
1990,United States,0.921
1986,United States,0.919
1990,United States,0.921
1986,United States,0.919
1986,United States,0.919
1990,United States,0.921
1990,United States,0.921
1986,United States,0.919
1986,United States,0.919
1990,United States,0.921
1990,United States,0.921
1986,United States,0.919
1986,United States,0.919
1990,United States,0.921
1990,United States,0.921
1986,United States,0.919
1986,United States,0.919
1990,United States,0.921
1990,United States,0.921
1983,India,0.673
1983,India,0.673
1983,India,0.673
1990,India,0.71
1990,India,0.71
1990,India,0.71
1983,India,0.673
1983,India,0.673
1983,India,0.673
1990,India,0.71
1990,India,0.71
1990,India,0.71
1983,India,0.673
1983,India,0.673
1983,India,0.673
1990,India,0.71
1990,India,0.71
1990,India,0.71
1983,India,0.673
1983,India,0.673
1983,India,0.673
1990,India,0.71
1990,India,0.71
1990,India,0.71
1995,India,0.71
1995,India,0.71
1995,India,0.71
1995,India,0.71
1995,India,0.71
1995,India,0.71
1995,India,0.71
1995,India,0.71
2003,Australia,0.923
2003,Australia,0.923
2003,Australia,0.923
2003,Australia,0.923
2003,Australia,0.923
2003,Australia,0.923
2003,Australia,0.923
2003,Australia,0.923
2003,Australia,0.923
2003,Australia,0.923
2003,Australia,0.923
2003,Australia,0.923
2003,Australia,0.923
2003,Australia,0.923
2003,Australia,0.923
2003,Australia,0.923
2003,Australia,0.923
1971,Canada,0.948
1971,Canada,0.948
1971,Canada,0.948
1971,Canada,0.948
1971,Canada,0.948
1971,Canada,0.948
1973,Canada,0.948
1973,Canada,0.948
1973,Canada,0.948
1973,Canada,0.948
1973,Canada,0.948
1973,Canada,0.948
1992,United States,0.921
1992,United States,0.921
1992,United States,0.921
1992,United States,0.921
1992,United States,0.921
1992,United States,0.921
1992,United States,0.921
1992,United States,0.921
1992,United States,0.921
1992,United States,0.921
1980,United States,0.919
1990,United States,0.921
1980,United States,0.919
1990,United States,0.921
1980,United States,0.919
1990,United States,0.921
1980,United States,0.919
1990,United States,0.921
1980,United States,0.919
1990,United States,0.921
1980,United States,0.919
1990,United States,0.921
1980,United States,0.919
1990,United States,0.921
1980,United States,0.919
1990,United States,0.921
1989,Czech Republic,0.084
1989,Czech Republic,0.084
1996,Czech Republic,0.941
1996,Czech Republic,0.941
1996,Czech Republic,0.941
1996,Czech Republic,0.941
1996,Czech Republic,0.941
1989,Germany,0.877
1989,Germany,0.877
1960,Greece,0.338
1964,Greece,0.34
1977,Greece,0.687
1972,Great Britain,0.924
1972,Great Britain,0.924
1972,Great Britain,0.924
1972,Great Britain,0.924
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1980,United States,0.919
1970,United States,0.897
1970,United States,0.897
1970,United States,0.897
1970,United States,0.897
1970,United States,0.897
1970,United States,0.897
1970,United States,0.897
1970,United States,0.897
1983,United States,0.919
1986,United States,0.919
1989,United States,0.919
1983,United States,0.919
1986,United States,0.919
1989,United States,0.919
1983,United States,0.919
1986,United States,0.919
1989,United States,0.919
1983,United States,0.919
1986,United States,0.919
1989,United States,0.919
1990,United States,0.921
1990,United States,0.921
1990,United States,0.921
1990,United States,0.921
1990,United States,0.921
1990,United States,0.921
1990,United States,0.921
1990,United States,0.921
1990,United States,0.921
1990,United States,0.921
1990,United States,0.921
1990,United States,0.921
